,id,link,Adress,zip,city,size,price,sq_m_price,lotsize,ejerudbetaling,buildyear,energy_class,downPayment,n_rooms,selfsale,dawaID,latitude,longitude,boliga_plus
1500,1797475,https://boliga.dk/bolig/1797475,Bygtoften 40,3370,Melby,146,3995000,27363.0,1876,2279,1877,-,200000,4.0,False,0A3F50A8-74AE-32B8-E044-0003BA298018,56.00217,11.94773,"{'skybrud': 4, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 3, 'radon': 7, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.02, 'risk': 6}"
1501,1797299,https://boliga.dk/bolig/1797299,Sluphusvej 8,4000,Roskilde,28,4200000,150000.0,3023,1510,2008,-,210000,1.0,False,0A3F50AB-AE9B-32B8-E044-0003BA298018,55.66397,11.95541,"{'skybrud': 9, 'stormflod': 2, 'vandloeb': 0, 'grundvand': 3, 'radon': 7, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.06, 'risk': 6}"
1502,1797225,https://boliga.dk/bolig/1797225,"Filippavej 18, Kaldred",4593,Eskebjerg,69,595000,8623.0,1201,926,1969,-,30000,3.0,False,0A3F50AC-8B0A-32B8-E044-0003BA298018,55.70145,11.26617,"{'skybrud': 4, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 4, 'radon': 6, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.03, 'risk': 2}"
1503,1797239,https://boliga.dk/bolig/1797239,"Toplærkevej 2, Dybendal",4190,Munke Bjergby,43,595000,13837.0,2115,1143,1970,-,30000,2.0,False,0A3F50AE-FAAA-32B8-E044-0003BA298018,55.49829,11.54364,"{'skybrud': 9, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 5, 'radon': 9, 'jordforurening': 2, 'luftforurening': 4, 'opklaringspct': 0.05, 'risk': 5}"
1504,1797226,https://boliga.dk/bolig/1797226,"Strandengen 7, Havnsø Str",4591,Føllenslev,0,775000,0.0,800,599,0,-,40000,0.0,False,608A622E-ECFA-416E-9783-0B52A2CE9A26,55.75266,11.33944,"{'skybrud': 9, 'stormflod': 2, 'vandloeb': 0, 'grundvand': 7, 'radon': 4, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.05, 'risk': 5}"
1505,1797231,https://boliga.dk/bolig/1797231,"Monasvej 4, Trend",9670,Løgstør,52,825000,15865.0,5181,1051,1973,-,45000,4.0,False,0A3F50C8-8C7B-32B8-E044-0003BA298018,56.84568,9.22,"{'skybrud': 3, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 4, 'radon': 8, 'jordforurening': 1, 'luftforurening': 2, 'opklaringspct': 0.06, 'risk': 6}"
1506,1797242,https://boliga.dk/bolig/1797242,"Rævebæk 3, Mommark",6470,Sydals,68,1295000,19044.0,813,1900,1998,-,65000,4.0,False,0A3F50B7-8FDB-32B8-E044-0003BA298018,54.91946,10.04008,"{'skybrud': 2, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 4, 'radon': 8, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.05, 'risk': 2}"
1507,1797189,https://boliga.dk/bolig/1797189,"Rørkæret 9, Rågeleje",3210,Vejby,52,2295000,44134.0,1576,2149,1960,-,115000,3.0,False,0A3F50A8-D4D6-32B8-E044-0003BA298018,56.09142,12.16883,"{'skybrud': 3, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 3, 'radon': 7, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.04, 'risk': 1}"
1508,1797208,https://boliga.dk/bolig/1797208,Tinkerup Strandvej 18,3250,Gilleleje,139,3595000,25863.0,2335,3482,1969,-,180000,4.0,False,0A3F50A8-E063-32B8-E044-0003BA298018,56.12284,12.26545,"{'skybrud': 4, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 3, 'radon': 5, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.07, 'risk': 7}"
1509,1797187,https://boliga.dk/bolig/1797187,"Skelbakken 6, Veddinge Bakker",4550,Asnæs,75,3795000,50600.0,2097,2209,1967,-,190000,5.0,False,0A3F50AC-CB13-32B8-E044-0003BA298018,55.84293,11.46725,"{'skybrud': 5, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 3, 'radon': 9, 'jordforurening': 2, 'luftforurening': 4, 'opklaringspct': 0.04, 'risk': 5}"
1510,1797220,https://boliga.dk/bolig/1797220,"Toftevej 23, Ordrup",4540,Fårevejle,125,3995000,31960.0,3724,2514,1972,-,200000,6.0,False,0A3F50AC-D349-32B8-E044-0003BA298018,55.82712,11.41279,"{'skybrud': 4, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 2, 'radon': 9, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.03, 'risk': 4}"
1511,1797223,https://boliga.dk/bolig/1797223,"Anders Nielsens Vej 26, Rågeleje",3210,Vejby,112,9985000,89151.0,1182,3908,1923,-,500000,4.0,False,0A3F50A8-AB3C-32B8-E044-0003BA298018,56.099,12.16964,"{'skybrud': 1, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 5, 'radon': 5, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.04, 'risk': 5}"
1512,1797163,https://boliga.dk/bolig/1797163,"Brokbjergstrand 19, Yderby Lyng",4583,Sjællands Odde,109,6695000,61422.0,3932,3924,2020,-,335000,4.0,False,32107893-119F-4540-8039-FC6C1CEA4139,55.98109,11.32956,"{'skybrud': 5, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 4, 'radon': 6, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.01, 'risk': 6}"
1513,1797143,https://boliga.dk/bolig/1797143,"Korsnæbbet 10, Frølunde Fed",4220,Korsør,87,298000,3425.0,0,1214,1971,-,25000,3.0,False,0A3F50AD-DE0F-32B8-E044-0003BA298018,55.38097,11.21747,"{'skybrud': 3, 'stormflod': 4, 'vandloeb': 2, 'grundvand': 9, 'radon': 7, 'jordforurening': 2, 'luftforurening': 4, 'opklaringspct': 0.05, 'risk': 2}"
1514,1796681,https://boliga.dk/bolig/1796681,Lokesvej 21,4560,Vig,55,750000,13636.0,1261,1380,1979,-,40000,3.0,False,0A3F50AF-3885-32B8-E044-0003BA298018,55.86241,11.54833,"{'skybrud': 2, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 4, 'radon': 6, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.03, 'risk': 2}"
1515,1796896,https://boliga.dk/bolig/1796896,"Agger Havn Feriecenter 63, Agger Havn",7770,Vestervig,57,795000,13947.0,24956,1439,1978,-,40000,4.0,False,9B0661B0-18F7-4498-9878-7F4EBA69E2B4,56.77855,8.26012,"{'skybrud': 3, 'stormflod': 2, 'vandloeb': 0, 'grundvand': 6, 'radon': 6, 'jordforurening': 2, 'luftforurening': 4, 'opklaringspct': 0.08, 'risk': 2}"
1516,1796777,https://boliga.dk/bolig/1796777,"Månevej 17, Over Draaby Strand",3630,Jægerspris,38,895000,23552.0,1000,1134,1966,-,45000,3.0,False,0A3F50AA-4165-32B8-E044-0003BA298018,55.83204,11.96998,"{'skybrud': 4, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 4, 'radon': 8, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.04, 'risk': 3}"
1517,1797012,https://boliga.dk/bolig/1797012,Ulvsundvej 34,4771,Kalvehave,48,895000,18645.0,1192,1324,1984,-,45000,2.0,False,0A3F50AF-BEEA-32B8-E044-0003BA298018,55.0051,12.16657,"{'skybrud': 4, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 4, 'radon': 9, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.09, 'risk': 6}"
1518,1796733,https://boliga.dk/bolig/1796733,"Tyttebærvej 9, Øjesø Plantage",9600,Aars,139,995000,7158.0,2606,1186,1971,-,50000,5.0,False,0A3F50CB-2A47-32B8-E044-0003BA298018,56.86942,9.41683,"{'skybrud': 1, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 5, 'radon': 8, 'jordforurening': 1, 'luftforurening': 2, 'opklaringspct': 0.05, 'risk': 8}"
1519,1796969,https://boliga.dk/bolig/1796969,"Lungshave 54, Enø",4736,Karrebæksminde,20,995000,49750.0,212,1225,1950,-,50000,3.0,False,0A3F50B0-9C41-32B8-E044-0003BA298018,55.17343,11.65608,"{'skybrud': 4, 'stormflod': 6, 'vandloeb': 0, 'grundvand': 6, 'radon': 7, 'jordforurening': 2, 'luftforurening': 4, 'opklaringspct': 0.08, 'risk': 5}"
1520,1796783,https://boliga.dk/bolig/1796783,"Sildestien 15, Købingsmark",6430,Nordborg,73,999000,13684.0,562,1351,1972,-,50000,4.0,False,0A3F50B7-1FB8-32B8-E044-0003BA298018,55.07707,9.71722,"{'skybrud': 4, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 5, 'radon': 10, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.05, 'risk': 2}"
1521,1796955,https://boliga.dk/bolig/1796955,"Hundetudevej 9, Sydvesten",9940,Læsø,181,1095000,6049.0,1340,1449,1892,-,55000,3.0,False,0A3F50C8-7874-32B8-E044-0003BA298018,57.26986,10.93484,"{'skybrud': 0, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 8, 'radon': 4, 'jordforurening': 1, 'luftforurening': 1, 'opklaringspct': -999.0, 'risk': 1}"
1522,1796747,https://boliga.dk/bolig/1796747,"Hummervej 4, Over Draaby Strand",3630,Jægerspris,56,1175000,20982.0,1285,1302,1976,-,60000,4.0,False,0A3F50AA-394B-32B8-E044-0003BA298018,55.83391,11.9635,"{'skybrud': 4, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 4, 'radon': 8, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.04, 'risk': 3}"
1523,1796961,https://boliga.dk/bolig/1796961,"Hestehaven 7, Vesterhave",4736,Karrebæksminde,61,1195000,19590.0,650,1882,1975,-,60000,4.0,False,0A3F50B0-8726-32B8-E044-0003BA298018,55.18541,11.64438,"{'skybrud': 5, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 5, 'radon': 9, 'jordforurening': 2, 'luftforurening': 4, 'opklaringspct': 0.08, 'risk': 3}"
1524,1796731,https://boliga.dk/bolig/1796731,Brune Banke 8,9493,Saltum,64,1245000,19453.0,1450,1967,1986,-,65000,4.0,False,0A3F50C8-D261-32B8-E044-0003BA298018,57.28152,9.65732,"{'skybrud': 4, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 5, 'radon': 6, 'jordforurening': 1, 'luftforurening': 1, 'opklaringspct': 0.05, 'risk': 3}"
1525,1796891,https://boliga.dk/bolig/1796891,Strandmosevej 13B,4500,Nykøbing Sj,42,1250000,29761.0,2098,1182,1965,-,65000,2.0,False,0A3F50AF-4E87-32B8-E044-0003BA298018,55.94776,11.48195,"{'skybrud': 1, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 5, 'radon': 7, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.04, 'risk': 5}"
1526,1796774,https://boliga.dk/bolig/1796774,"Diernæs Strandby 33, Diernæs Strand",6100,Haderslev,79,1395000,17658.0,803,1720,1963,-,70000,3.0,False,0A3F50B6-AF81-32B8-E044-0003BA298018,55.15491,9.49104,"{'skybrud': 4, 'stormflod': 4, 'vandloeb': 2, 'grundvand': 6, 'radon': 7, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.08, 'risk': 8}"
1527,1796982,https://boliga.dk/bolig/1796982,"Vildrosevej 14, Vesteregnen",5932,Humble,87,1395000,16034.0,1222,1806,2000,-,70000,4.0,False,0A3F50B5-C5F0-32B8-E044-0003BA298018,54.78278,10.66547,"{'skybrud': 5, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 3, 'radon': 5, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.03, 'risk': 1}"
1528,1797033,https://boliga.dk/bolig/1797033,Lübker Allé 35,8581,Nimtofte,110,1495000,13590.0,105,5152,2008,-,75000,2.0,False,5338C3F8-B741-00E2-E044-0003BA298018,56.41717,10.58471,"{'skybrud': 0, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 5, 'radon': 6, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.1, 'risk': 1}"
1529,1796989,https://boliga.dk/bolig/1796989,"Søstjerneparken 22, Købingsmark",6430,Nordborg,79,1500000,18987.0,1249,1770,2008,-,75000,4.0,False,591E9172-CB7C-0F16-E044-0003BA298018,55.07731,9.72886,"{'skybrud': 1, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 4, 'radon': 9, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.05, 'risk': 2}"
1530,1797052,https://boliga.dk/bolig/1797052,"Enebærvej 6, Stauning Vesterstrand",6900,Skjern,115,1675000,14565.0,1005,1832,2013,-,85000,4.0,False,,56.00555,8.31402,
1531,1797147,https://boliga.dk/bolig/1797147,"Strandvej 64B, Enø",4736,Karrebæksminde,51,1795000,35196.0,245,1778,2021,-,90000,3.0,False,0A3F50B0-C888-32B8-E044-0003BA298018,55.17074,11.65658,"{'skybrud': 4, 'stormflod': 6, 'vandloeb': 0, 'grundvand': 5, 'radon': 6, 'jordforurening': 2, 'luftforurening': 4, 'opklaringspct': 0.08, 'risk': 5}"
1532,1797031,https://boliga.dk/bolig/1797031,"Fourmivej 68, Vrist",7673,Harboøre,91,1895000,20824.0,1210,1669,1996,-,95000,5.0,False,0A3F50BE-F3AF-32B8-E044-0003BA298018,56.61336,8.1528,"{'skybrud': 8, 'stormflod': 2, 'vandloeb': 0, 'grundvand': 6, 'radon': 4, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': -999.0, 'risk': 1}"
1533,1796682,https://boliga.dk/bolig/1796682,Æblehegnet 16,4850,Stubbekøbing,100,1945000,19450.0,923,1332,2005,-,100000,5.0,False,0A3F50B1-6C2C-32B8-E044-0003BA298018,54.88818,12.06285,"{'skybrud': 5, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 6, 'radon': 8, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.14, 'risk': 4}"
1534,1796857,https://boliga.dk/bolig/1796857,Skovåsen 19,3250,Gilleleje,65,1995000,30692.0,1200,2190,1986,-,100000,3.0,False,0A3F50A8-D819-32B8-E044-0003BA298018,56.10009,12.36314,"{'skybrud': 4, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 5, 'radon': 7, 'jordforurening': 2, 'luftforurening': 4, 'opklaringspct': 0.07, 'risk': 4}"
1535,1796732,https://boliga.dk/bolig/1796732,Strandvejen 264,6854,Henne,122,2145000,17581.0,1502,2229,1999,-,110000,4.0,False,0A3F50B8-79A7-32B8-E044-0003BA298018,55.73167,8.2109,"{'skybrud': 0, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 4, 'radon': 3, 'jordforurening': 1, 'luftforurening': 2, 'opklaringspct': 0.09, 'risk': 1}"
1536,1796962,https://boliga.dk/bolig/1796962,Pilehegnet 45,4850,Stubbekøbing,146,2195000,15034.0,1430,1670,2008,-,110000,4.0,False,2EF51A73-B312-4EE7-E044-0003BA298018,54.88648,12.07482,"{'skybrud': 9, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 5, 'radon': 8, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.14, 'risk': 1}"
1537,1796879,https://boliga.dk/bolig/1796879,"Torefeldt-Åsen 5, Smidstrup",3250,Gilleleje,60,2325000,38750.0,1201,1793,1969,-,120000,3.0,False,0A3F50A8-E18D-32B8-E044-0003BA298018,56.11601,12.25209,"{'skybrud': 4, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 4, 'radon': 5, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.07, 'risk': 5}"
1538,1796799,https://boliga.dk/bolig/1796799,"Lindevang 15, Lindenborg",4000,Roskilde,60,2350000,39166.0,857,2127,1971,-,120000,3.0,False,0A3F50AB-AA94-32B8-E044-0003BA298018,55.6479,11.93942,"{'skybrud': 4, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 5, 'radon': 9, 'jordforurening': 2, 'luftforurening': 4, 'opklaringspct': 0.06, 'risk': 7}"
1539,1796680,https://boliga.dk/bolig/1796680,Athenesvej 27,4200,Slagelse,122,2468000,20229.0,1297,934,2021,-,125000,4.0,False,D0342DA8-495A-4E0B-9B71-B95B2F8F6A6D,55.475,11.19042,"{'skybrud': 9, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 5, 'radon': 7, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.05, 'risk': 1}"
1540,1796653,https://boliga.dk/bolig/1796653,"Åbakken 44, Ejby",4070,Kirke Hyllinge,88,2495000,28352.0,901,1587,2002,-,125000,4.0,False,0A3F50AA-DC27-32B8-E044-0003BA298018,55.6993,11.85883,"{'skybrud': 4, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 4, 'radon': 8, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.07, 'risk': 2}"
1541,1796935,https://boliga.dk/bolig/1796935,Poppel Alle 38,3120,Dronningmølle,56,2500000,44642.0,1498,2551,1951,-,125000,3.0,False,0A3F50A8-D0E0-32B8-E044-0003BA298018,56.09908,12.37414,"{'skybrud': 4, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 4, 'radon': 7, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.05, 'risk': 4}"
1542,1797018,https://boliga.dk/bolig/1797018,"Vagtelvej 10, Landsende",6792,Rømø,161,2545000,15807.0,2521,3053,1968,-,130000,6.0,False,0A3F50B7-7987-32B8-E044-0003BA298018,55.08421,8.5368,"{'skybrud': 0, 'stormflod': 2, 'vandloeb': 0, 'grundvand': 4, 'radon': 4, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.2, 'risk': 3}"
1543,1796934,https://boliga.dk/bolig/1796934,Byåsen 51,3250,Gilleleje,96,2595000,27031.0,1700,2667,1985,-,130000,4.0,False,0A3F50A8-B1FB-32B8-E044-0003BA298018,56.09987,12.35982,"{'skybrud': 4, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 4, 'radon': 7, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.07, 'risk': 6}"
1544,1796703,https://boliga.dk/bolig/1796703,Kamillevej 3,9881,Bindslev,122,2945000,24139.0,1296,2880,1994,-,150000,5.0,False,0A3F50C7-E98A-32B8-E044-0003BA298018,57.59366,10.19259,"{'skybrud': 0, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 3, 'radon': 4, 'jordforurening': 1, 'luftforurening': 1, 'opklaringspct': 0.11, 'risk': 5}"
1545,1796838,https://boliga.dk/bolig/1796838,Klitmarkvej 20,9800,Hjørring,114,2995000,26271.0,1377,2255,2019,-,150000,4.0,False,0A3F50C8-2453-32B8-E044-0003BA298018,57.47948,9.81115,"{'skybrud': 1, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 3, 'radon': 4, 'jordforurening': 1, 'luftforurening': 1, 'opklaringspct': 0.08, 'risk': 1}"
1546,1796933,https://boliga.dk/bolig/1796933,Orionvej 27,3100,Hornbæk,63,2995000,47539.0,1112,2370,1970,-,150000,3.0,False,0A3F50A9-6C23-32B8-E044-0003BA298018,56.0846,12.49605,"{'skybrud': 4, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 3, 'radon': 7, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.06, 'risk': 5}"
1547,1797077,https://boliga.dk/bolig/1797077,Vesterhavsbakken 16,9492,Blokhus,77,2995000,38896.0,1250,2434,1960,-,150000,5.0,False,0A3F50C8-FB22-32B8-E044-0003BA298018,57.25649,9.60019,"{'skybrud': 4, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 4, 'radon': 6, 'jordforurening': 1, 'luftforurening': 2, 'opklaringspct': 0.04, 'risk': 4}"
1548,1797000,https://boliga.dk/bolig/1797000,"Athenesvej 12, Drøsselbjerg",4200,Slagelse,137,3295000,24051.0,1743,2642,2006,-,165000,4.0,False,11F17AE3-BB19-0668-E044-0003BA298018,55.47388,11.19229,"{'skybrud': 9, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 5, 'radon': 8, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.05, 'risk': 1}"
1549,1796968,https://boliga.dk/bolig/1796968,"Rosmarinvej 6, Vesterø",9940,Læsø,74,3349000,45256.0,1890,2486,1981,-,170000,3.0,False,0A3F50C8-7B29-32B8-E044-0003BA298018,57.29886,10.93986,"{'skybrud': 0, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 6, 'radon': 4, 'jordforurening': 1, 'luftforurening': 1, 'opklaringspct': -999.0, 'risk': 1}"
1550,1797054,https://boliga.dk/bolig/1797054,"Milevej 5, Klegod",6950,Ringkøbing,103,3395000,32961.0,2000,3087,2014,-,170000,4.0,False,2DF93A77-4E1B-43A0-BF95-832635EBB30C,56.08983,8.11388,"{'skybrud': 0, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 4, 'radon': 3, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.09, 'risk': 4}"
1551,1796959,https://boliga.dk/bolig/1796959,"Bakkesvinget 6, Nødebohuse",3390,Hundested,196,3695000,18852.0,1600,2947,1968,-,185000,4.0,False,0A3F50A9-E7E7-32B8-E044-0003BA298018,55.99208,11.90809,"{'skybrud': 3, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 6, 'radon': 6, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.04, 'risk': 9}"
1552,1796695,https://boliga.dk/bolig/1796695,Blåmejsevej 45,3120,Dronningmølle,89,3795000,42640.0,830,2394,2019,-,190000,4.0,False,0A3F50A8-AEFF-32B8-E044-0003BA298018,56.09258,12.39621,"{'skybrud': 4, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 4, 'radon': 6, 'jordforurening': 2, 'luftforurening': 4, 'opklaringspct': 0.05, 'risk': 3}"
1553,1797044,https://boliga.dk/bolig/1797044,Hedevangsvej 1,8250,Egå,30,3998000,133266.0,1228,2701,1952,-,200000,2.0,False,0A3F50C3-16B5-32B8-E044-0003BA298018,56.24223,10.33423,"{'skybrud': 9, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 4, 'radon': 7, 'jordforurening': 2, 'luftforurening': 4, 'opklaringspct': 0.05, 'risk': 3}"
1554,1796126,https://boliga.dk/bolig/1796126,"Birkevænget 12, Tibirke Sand",3300,Frederiksværk,80,4000000,50000.0,2031,1876,2005,-,200000,4.0,False,0A3F50A8-EC20-32B8-E044-0003BA298018,56.00467,12.06111,"{'skybrud': 4, 'stormflod': 0, 'vandloeb': 2, 'grundvand': 4, 'radon': 4, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.05, 'risk': 3}"
1555,1796713,https://boliga.dk/bolig/1796713,Åstrup Strandvej 47,8250,Egå,121,4495000,37148.0,804,2237,1997,-,225000,4.0,False,0A3F50C4-CA86-32B8-E044-0003BA298018,56.24148,10.33274,"{'skybrud': 4, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 4, 'radon': 7, 'jordforurening': 2, 'luftforurening': 4, 'opklaringspct': 0.05, 'risk': 3}"
1556,1797139,https://boliga.dk/bolig/1797139,Rodesvej 6,3360,Liseleje,71,4995000,70352.0,1633,1776,1961,-,250000,3.0,False,0A3F50A8-9769-32B8-E044-0003BA298018,56.00984,11.95683,"{'skybrud': 3, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 4, 'radon': 5, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.04, 'risk': 5}"
1557,1796794,https://boliga.dk/bolig/1796794,"Bakkevej 42, Ramløse",3200,Helsinge,132,5495000,41628.0,2758,2648,1957,-,275000,7.0,False,0A3F50A8-EACC-32B8-E044-0003BA298018,56.0014,12.13104,"{'skybrud': 4, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 3, 'radon': 7, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.03, 'risk': 2}"
1558,1796901,https://boliga.dk/bolig/1796901,"Kalvehaven 14, Handrup Strand",8400,Ebeltoft,147,8000000,54421.0,2790,3132,2017,-,400000,4.0,False,0A3F50BF-7A37-32B8-E044-0003BA298018,56.23596,10.64037,"{'skybrud': 1, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 6, 'radon': 7, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.05, 'risk': 5}"
1559,1796605,https://boliga.dk/bolig/1796605,"Svankærvej 9, Svankjær",7755,Bedsted Thy,105,645000,6142.0,870,954,1934,-,35000,4.0,False,0A3F50C5-F8D7-32B8-E044-0003BA298018,56.84409,8.36305,"{'skybrud': 1, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 4, 'radon': 8, 'jordforurening': 2, 'luftforurening': 2, 'opklaringspct': 0.07, 'risk': 1}"
1560,1796321,https://boliga.dk/bolig/1796321,"Kulmilevej 2, Kulhuse",3630,Jægerspris,51,775000,15196.0,1395,1248,1971,-,40000,3.0,False,0A3F50AA-3CE9-32B8-E044-0003BA298018,55.92941,11.91286,"{'skybrud': 4, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 5, 'radon': 8, 'jordforurening': 2, 'luftforurening': 4, 'opklaringspct': 0.04, 'risk': 2}"
1561,1796134,https://boliga.dk/bolig/1796134,Åhusene 52,4070,Kirke Hyllinge,60,845000,14083.0,914,1367,1961,-,45000,3.0,False,0A3F50AA-DC76-32B8-E044-0003BA298018,55.70179,11.85528,"{'skybrud': 4, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 3, 'radon': 9, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.07, 'risk': 2}"
1562,1796447,https://boliga.dk/bolig/1796447,Tranevænget 27,6893,Hemmet,70,848000,12114.0,1034,1630,1972,-,45000,4.0,False,0A3F50BD-47F1-32B8-E044-0003BA298018,55.83946,8.27827,"{'skybrud': 4, 'stormflod': 2, 'vandloeb': 2, 'grundvand': 6, 'radon': 4, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.09, 'risk': 3}"
1563,1796530,https://boliga.dk/bolig/1796530,Nøkkevangen 14,3390,Hundested,75,895000,11933.0,0,1058,1968,-,45000,4.0,False,896B6C3F-0AED-4CDE-809F-9EA0BC8A7CD1,55.9546,11.88016,"{'skybrud': 8, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 6, 'radon': 6, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.04, 'risk': 4}"
1564,1796382,https://boliga.dk/bolig/1796382,"Nattergalevej 17, Gundestrup",4571,Grevinge,71,995000,14014.0,1695,1152,1967,-,50000,2.0,False,0A3F50AC-C350-32B8-E044-0003BA298018,55.7764,11.60833,"{'skybrud': 9, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 10, 'radon': 7, 'jordforurening': 2, 'luftforurening': 4, 'opklaringspct': 0.02, 'risk': 2}"
1565,1796440,https://boliga.dk/bolig/1796440,Ore Strandpark 43,4850,Stubbekøbing,70,1070000,15285.0,1200,1091,1973,-,55000,3.0,False,0A3F50B1-66AB-32B8-E044-0003BA298018,54.89092,12.07555,"{'skybrud': 9, 'stormflod': 0, 'vandloeb': 0, 'grundvand': 4, 'radon': 9, 'jordforurening': 1, 'luftforurening': 4, 'opklaringspct': 0.14, 'risk': 1}"
