,id,link,Adress,zip,city,size,price,sq_m_price,lotsize,ejerudbetaling,buildyear,energy_class,downPayment,n_rooms,selfsale,kommune,dawaID,latitude,longitude,precip,sunhours,pressure,humidity,Års middeltemperatur,Års maksimumtemperatur,Års minimumtemperatur,skybrud,stormflod,vandloeb,grundvand,radon,jordforurening,luftforurening,opklaringspct,risk,Kyst,Stoppested,Regionaltog,Fodboldbane,Modulvogntog,Bibliotek,Daginstitution,Idrætshal,Skole,Supermarked,Læge,Svømmehal,Apotek,Skov,Sø,Hospital,Motorvej,Lufthavn,S-Tog,Metro
0,1814991,https://boliga.dk/bolig/1814991,Tjørnevænget 30,4050,Skibby,43,695000,16162.0,1200,1630,1974,-,35000,3.0,False,Frederikssund,0A3F50AA-7BEF-32B8-E044-0003BA298018,55.74948000000001,11.87262,592.0553894042969,1740.1763028231535,1013.9815451882102,81.56616002863103,9.306869420138273,29.87272713401101,11.100000078027898,,,,,,,,,,1.24,0.452,14.68,3.35,14.9,5.37,5.33,5.89,5.33,5.55,6.25,15.84,8.87,2.1,3.88,21.57,13.66,66.18,19.81,51.76
1,1814910,https://boliga.dk/bolig/1814910,"Falkevej 2, Lyngøen",9370,Hals,67,698000,10417.0,1030,1151,1969,-,35000,5.0,False,Brønderslev,0A3F50C7-BE87-32B8-E044-0003BA298018,57.04391,10.35129,745.8055308948864,1731.663984818892,1012.8637140447444,83.1563720703125,8.641820907592772,28.154545523903586,12.68181813846935,,,,,,,,,,1.54,0.8290000000000001,32.29,2.52,24.01,6.83,6.51,6.77,2.69,2.5,7.09,22.42,7.11,2.44,0.988,17.72,23.3,36.0,97.37,282.93
2,1814745,https://boliga.dk/bolig/1814745,"Ingeborgvej 2 Dør/lejl. 1805, Munkens Klit",9480,Løkken,100,795000,7950.0,101817,2621,1978,-,40000,4.0,False,Brønderslev,0A3F50C8-DD17-32B8-E044-0003BA298018,57.33136999999999,9.67913,745.8055308948864,1731.663984818892,1012.8637140447444,83.1563720703125,8.641820907592772,28.154545523903586,12.68181813846935,,,,,,,,,,1.01,3.67,20.36,1.9,3.55,6.12,5.74,5.37,4.23,5.62,8.4,5.37,9.49,3.75,14.73,21.7,24.26,37.63,135.45,321.41
3,1814829,https://boliga.dk/bolig/1814829,"Tjørnehegnet 20, Kongsnæs",4850,Stubbekøbing,60,795000,13250.0,810,1124,1978,-,40000,3.0,False,Guldborgsund,0A3F50B1-6A3A-32B8-E044-0003BA298018,54.8887,12.07173,611.2072420987216,1825.6578369140625,1014.5606023615056,83.55549136075106,9.572531873529607,29.87272748080167,9.981818155808883,,,,,,,,,,0.529,1.15,12.73,1.74,10.13,2.28,2.87,2.8,2.59,2.42,2.41,13.01,2.3,0.9179999999999999,3.59,22.69,10.78,123.3,82.25,118.0
4,1814987,https://boliga.dk/bolig/1814987,Askø Strandvig 58,4942,Askø,62,800000,12903.0,1000,789,1969,-,40000,3.0,False,Lolland,0A3F50AF-C1B9-32B8-E044-0003BA298018,54.89099,11.5004,586.9426685680043,1788.477871981534,1014.5276933149858,82.91612313010476,9.717291138388894,30.2727274461226,10.109090805053713,,,,,,,,,,7.74,7.52,16.31,9.84,14.96,17.11,9.78,17.32,14.33,13.49,17.7,17.32,17.83,12.78,15.45,19.4,16.64,136.56,108.72,144.51
5,1814654,https://boliga.dk/bolig/1814654,Grønspætten 419,9681,Ranum,54,875000,16203.0,88832,1905,1993,-,45000,3.0,False,Vesthimmerlands,0A3F50C8-85DB-32B8-E044-0003BA298018,56.89255,9.17565,,,,,,,,,,,,,,,,,0.523,0.484,51.83,0.308,14.59,11.12,7.87,4.71,4.74,4.13,4.22,19.63,11.98,4.8,4.99,19.68,43.84,65.95,106.8,287.49
6,1814626,https://boliga.dk/bolig/1814626,Stubbegårdsparken 130,4900,Nakskov,63,948000,15047.0,911,844,1981,-,50000,3.0,False,Lolland,0A3F50B1-14AE-32B8-E044-0003BA298018,54.7489,11.05919,586.9426685680043,1788.477871981534,1014.5276933149858,82.91612313010476,9.717291138388894,30.2727274461226,10.109090805053713,,,,,,,,,,0.728,0.8059999999999999,12.67,4.75,20.26,12.74,11.53,6.55,11.53,6.35,12.87,12.96,15.04,1.41,11.86,16.15,32.51,119.01,130.13,164.85
7,1814657,https://boliga.dk/bolig/1814657,Tulipanvej 6,9690,Fjerritslev,170,950000,5588.0,1706,1924,1988,-,50000,5.0,False,Jammerbugt,0A3F50C7-4805-32B8-E044-0003BA298018,57.14909,9.37307,735.8167669122869,1709.1561279296875,1012.9338711825284,83.06785514137961,8.771758339621805,28.60909080505371,12.563636302947998,,,,,,,,,,4.22,0.768,39.71,0.503,8.84,10.93,2.78,10.75,7.65,7.66,11.11,10.75,10.74,0.8009999999999999,13.33,48.16,42.59,44.08,126.8,307.49
8,1815000,https://boliga.dk/bolig/1815000,"Nellemannsvej 33, Lyngså",9300,Sæby,84,975000,11607.0,1534,1315,1965,-,50000,4.0,False,Frederikshavn,0A3F50C9-88BA-32B8-E044-0003BA298018,57.26143,10.53949,734.6324379660866,1793.5801890980113,1012.745488947088,83.4765555641868,8.720010670748623,27.881818077780984,11.681818355213512,,,,,,,,,,0.956,2.95,21.29,3.14,11.55,9.42,7.39,8.2,7.39,8.94,8.43,9.51,8.82,1.84,13.84,21.9,11.88,61.78,126.07,311.93
9,1814773,https://boliga.dk/bolig/1814773,"Porsevej 137, Gjellerodde",7620,Lemvig,73,995000,13630.0,914,1203,1973,-,50000,4.0,False,Lemvig,0A3F50BE-7BED-32B8-E044-0003BA298018,56.58996,8.278080000000001,860.8968200683594,1641.976318359375,1013.157304243608,84.23929526589133,9.209897648204457,29.718181783502754,9.909091017462993,,,,,,,,,,0.78,5.58,5.58,6.02,5.81,5.87,6.55,6.38,6.34,5.75,5.92,6.38,6.8,10.02,1.39,6.91,38.97,78.91,139.72,312.7
10,1814850,https://boliga.dk/bolig/1814850,Fyrrevej 2,8500,Grenaa,44,1098000,24954.0,740,1409,1957,-,55000,2.0,False,Norddjurs,0A3F50BF-CC26-32B8-E044-0003BA298018,56.39915,10.91053,637.5738220214844,1720.3273703835227,1013.4971257990056,82.86481129039417,9.196401422674006,29.59999986128373,11.736363540996205,,,,,,,,,,0.883,1.23,59.24,1.28,1.03,2.69,1.38,1.13,2.23,1.48,3.02,2.3,4.0,0.179,13.98,5.18,44.09,24.2,3.12,180.83
11,1814652,https://boliga.dk/bolig/1814652,Elisesvej 53,9670,Løgstør,111,1195000,10765.0,1599,1226,1970,-,60000,5.0,False,Vesthimmerlands,0A3F50C8-83A5-32B8-E044-0003BA298018,56.84963000000001,9.21677,,,,,,,,,,,,,,,,,0.958,1.7,45.37,4.46,20.23,13.56,9.66,6.51,4.38,4.3,6.03,13.22,13.7,1.25,6.24,12.88,38.5,75.45,100.67,281.37
12,1814729,https://boliga.dk/bolig/1814729,"Egeskovvej 10, Havnsø Str",4591,Føllenslev,61,1195000,19590.0,312,1038,1960,-,60000,4.0,False,Odsherred,0A3F50AC-8984-32B8-E044-0003BA298018,55.75428,11.34258,605.8362315784801,1782.3972722833807,1013.824490633878,82.03039828213778,9.46223952553489,29.754545385187324,10.86363649368286,,,,,,,,,,0.252,0.217,8.43,5.1,12.38,7.44,5.11,5.14,5.1,1.81,9.31,11.33,12.67,1.94,6.61,22.81,24.09,97.82,60.83,82.19
13,1814981,https://boliga.dk/bolig/1814981,Fyrrevænget 28,4400,Kalundborg,48,1195000,24895.0,1200,1152,1970,-,60000,3.0,False,Kalundborg,0A3F50AD-A425-32B8-E044-0003BA298018,55.73619,11.10447,592.4088273481889,1777.8604514382102,1013.9300037730824,82.37839716131037,9.498713840137828,29.46363622492009,10.872727307406338,,,,,,,,,,0.835,0.903,7.73,5.67,8.35,7.32,6.34,5.67,5.05,6.09,7.06,7.64,8.0,0.914,2.91,7.39,44.87,114.22,80.58,101.34
14,1814788,https://boliga.dk/bolig/1814788,"Mamrelund 6, st. Dør/lejl. E",6960,Hvide Sande,66,1295000,19621.0,2103,2336,2017,-,65000,3.0,False,Ringkøbing-Skjern,98AC0EA0-EC0B-4B37-8E3D-FC1A0AAF3E18,55.99888000000001,8.12845,888.2999933416194,1597.0282648259945,1013.518271706321,83.88258361816406,9.120506980202414,30.136363462968305,11.336363705721768,,,,,,,,,,0.51,0.375,20.64,0.9690000000000001,26.35,1.08,3.64,0.9690000000000001,1.1,0.253,1.58,0.9690000000000001,0.23399999999999999,23.57,20.46,23.75,69.04,69.8,143.48,316.17
15,1814851,https://boliga.dk/bolig/1814851,"Hindøvej 11, Bønnerup Strand",8585,Glesborg,94,1298000,13808.0,1036,1655,1984,-,65000,5.0,False,Norddjurs,0A3F50C0-8177-32B8-E044-0003BA298018,56.52454,10.73618,637.5738220214844,1720.3273703835227,1013.4971257990056,82.86481129039417,9.196401422674006,29.59999986128373,11.736363540996205,,,,,,,,,,1.51,1.58,51.35,6.85,12.65,11.89,7.02,2.47,7.02,2.58,6.73,20.46,20.44,1.17,13.81,18.83,43.72,33.99,19.14,191.15
16,1814640,https://boliga.dk/bolig/1814640,Hedegaarde Syd 27,9560,Hadsund,99,1375000,13888.0,855,1468,1967,-,70000,4.0,False,Rebild,0A3F50C7-A2E6-32B8-E044-0003BA298018,56.79625,10.27048,761.1965609463779,1649.6059237393465,1013.100791237571,83.78901533647017,8.643778887662021,29.163636120882906,12.409090909090908,,,,,,,,,,0.614,0.555,26.98,1.28,16.61,4.97,4.66,5.02,5.0,1.12,5.29,13.91,16.6,3.16,11.72,41.64,40.27,50.87,67.64,253.21
17,1814722,https://boliga.dk/bolig/1814722,Præsthøjvej 1,3300,Frederiksværk,71,1495000,21056.0,1207,1822,1971,-,75000,3.0,False,Halsnæs,0A3F50A8-96C3-32B8-E044-0003BA298018,55.94618000000001,12.03409,601.4267051003196,1760.5824529474432,1013.8460859818892,82.30792860551314,9.325521555813877,29.55454496903853,10.654545350508256,,,,,,,,,,1.05,1.05,0.10800000000000001,2.2,1.04,3.48,0.752,2.2,2.31,0.415,3.09,2.3,3.63,1.93,1.55,13.35,25.2,69.66,13.95,46.8
18,1814866,https://boliga.dk/bolig/1814866,"Overdrevsvej 3, Gelstrup",4500,Nykøbing Sj,56,1495000,26696.0,1544,1321,1968,-,75000,3.0,False,Odsherred,0A3F50AF-42BB-32B8-E044-0003BA298018,55.85615,11.7054,605.8362315784801,1782.3972722833807,1013.824490633878,82.03039828213778,9.46223952553489,29.754545385187324,10.86363649368286,,,,,,,,,,1.25,1.22,8.75,3.12,12.51,9.12,3.12,9.57,3.12,2.99,9.13,9.6,9.83,0.6759999999999999,11.79,11.45,24.71,99.14,46.01,80.62
19,1814879,https://boliga.dk/bolig/1814879,"Skovlyvej 7, Hønsinge Lyng",4560,Vig,100,1495000,14950.0,1301,1464,1971,-,75000,5.0,False,Odsherred,0A3F50AF-49BF-32B8-E044-0003BA298018,55.86055,11.5319,605.8362315784801,1782.3972722833807,1013.824490633878,82.03039828213778,9.46223952553489,29.754545385187324,10.86363649368286,,,,,,,,,,1.28,0.18899999999999997,4.69,3.96,6.03,4.19,3.71,3.99,4.11,0.594,4.53,3.99,4.5,1.54,2.05,14.57,22.23,96.66,49.85,80.85
20,1814759,https://boliga.dk/bolig/1814759,"Hesseløjevej 38, Bøjden",5600,Faaborg,57,1500000,26315.0,979,1747,1971,-,75000,4.0,False,Faaborg-Midtfyn,0A3F50B2-A3B0-32B8-E044-0003BA298018,55.11455,10.11792,674.7410472523082,1730.5210515802555,1014.2373157848011,82.48400740189986,9.41164120760831,29.399999791925605,10.581818017092617,,,,,,,,,,0.478,1.41,30.8,3.93,32.18,19.88,4.59,4.82,4.59,1.57,10.14,10.64,11.26,3.97,2.5,35.65,32.24,36.17,144.74,242.01
21,1814736,https://boliga.dk/bolig/1814736,"Syrenvænget 12, Hesselbjerg",5932,Humble,88,1545000,17556.0,1232,2055,2007,-,80000,4.0,False,Langeland,32C88351-B270-1479-E044-0003BA298018,54.81677,10.65857,627.1514726118608,1773.4889026988635,1014.4118097478694,83.60761469060725,9.741807330738414,28.98181811246005,8.42727273160761,,,,,,,,,,1.46,0.355,35.57,4.07,17.66,16.81,4.07,3.98,4.07,3.01,16.94,36.1,3.29,4.77,1.85,35.86,37.03,90.0,164.07,198.7
22,1814653,https://boliga.dk/bolig/1814653,Store Fiskerbanke 2,9493,Saltum,70,1595000,22785.0,1464,1655,1987,-,80000,4.0,False,Jammerbugt,0A3F50C8-F674-32B8-E044-0003BA298018,57.2807,9.65565,735.8167669122869,1709.1561279296875,1012.9338711825284,83.06785514137961,8.771758339621805,28.60909080505371,12.563636302947998,,,,,,,,,,3.04,2.58,18.51,3.92,3.09,8.81,4.19,3.92,3.92,0.795,8.1,9.67,8.72,1.36,10.66,19.35,24.13,32.19,130.08,315.65
23,1814924,https://boliga.dk/bolig/1814924,"Vibevænget 11, Bork Havn",6893,Hemmet,126,1595000,12658.0,1264,2266,2005,-,80000,5.0,False,Ringkøbing-Skjern,0A3F50BD-4811-32B8-E044-0003BA298018,55.83574,8.28278,888.2999933416194,1597.0282648259945,1013.518271706321,83.88258361816406,9.120506980202414,30.136363462968305,11.336363705721768,,,,,,,,,,1.65,1.98,8.02,2.98,16.51,7.96,6.72,2.98,2.99,1.87,7.69,8.22,8.17,3.06,3.56,19.5,48.05,48.05,133.74,311.86
24,1814878,https://boliga.dk/bolig/1814878,"Bakkevej Mindegården 2, Mindegården",6094,Hejls,52,1625000,31250.0,579,1924,1966,-,85000,4.0,False,Haderslev,0A3F50B6-736D-32B8-E044-0003BA298018,55.36831,9.60558,837.963417746804,1622.07763671875,1014.1249056729404,83.7426986694336,9.158311063593084,29.79999993064187,11.954545454545455,,,,,,,,,,0.282,0.7020000000000001,18.22,3.0,16.23,10.51,2.95,6.2,6.24,2.62,3.08,16.75,10.98,1.55,0.7490000000000001,20.22,13.95,65.16,95.15,282.49
25,1814976,https://boliga.dk/bolig/1814976,Herculesvej 11,8420,Knebel,71,1650000,23239.0,1570,1981,1980,-,85000,4.0,False,Syddjurs,0A3F50BF-756A-32B8-E044-0003BA298018,56.18458,10.44482,643.7656388716264,1696.13671875,1013.638416637074,82.89583795720881,9.321547941728072,29.59090891751376,12.02727274461226,,,,,,,,,,0.408,1.48,44.94,5.4,18.59,16.93,5.41,5.4,5.02,1.99,4.9,21.18,13.46,5.24,16.98,45.46,32.94,22.8,29.81,170.06
26,1814880,https://boliga.dk/bolig/1814880,"Karolinevej 6, Gudmindrup Lyng",4573,Højby,50,1695000,33900.0,1145,1237,1964,-,85000,3.0,False,Odsherred,0A3F50AF-3297-32B8-E044-0003BA298018,55.91086,11.53772,605.8362315784801,1782.3972722833807,1013.824490633878,82.03039828213778,9.46223952553489,29.754545385187324,10.86363649368286,,,,,,,,,,0.8909999999999999,1.01,4.8,4.04,0.963,9.39,4.22,0.853,4.04,4.47,9.32,9.57,8.7,2.01,3.63,10.63,25.26,91.56,46.35,80.96
27,1814630,https://boliga.dk/bolig/1814630,Mågevej 4A,6094,Hejls,56,1795000,32053.0,746,2708,1967,-,90000,3.0,False,Haderslev,0A3F50B6-82FF-32B8-E044-0003BA298018,55.36827,9.60819,837.963417746804,1622.07763671875,1014.1249056729404,83.7426986694336,9.158311063593084,29.79999993064187,11.954545454545455,,,,,,,,,,0.151,0.8390000000000001,18.4,3.18,16.13,10.59,3.14,6.29,6.33,2.81,3.27,16.9,10.84,1.58,0.961,20.43,13.81,65.37,95.33,282.68
28,1814714,https://boliga.dk/bolig/1814714,"Skærby Bakke 3, Skærby Strand",4500,Nykøbing Sj,62,1795000,28951.0,1020,1534,1954,-,90000,3.0,False,Odsherred,0A3F50AE-17B2-32B8-E044-0003BA298018,55.93975,11.67929,605.8362315784801,1782.3972722833807,1013.824490633878,82.03039828213778,9.46223952553489,29.754545385187324,10.86363649368286,,,,,,,,,,0.7240000000000001,0.589,2.72,2.57,10.54,2.79,2.75,2.57,2.43,1.69,2.47,2.61,2.66,2.23,4.25,3.23,29.49,98.55,35.45,70.05
29,1814712,https://boliga.dk/bolig/1814712,Hf. Kettehøj 128,2650,Hvidovre,57,1825000,32017.0,0,463,0,-,95000,3.0,False,Brøndby,3F98D109-F115-4429-8602-ECB8C8E618A9,0.0,0.0,619.8613947088069,1738.0489723899148,1014.159901012074,78.94773309881037,9.795969182794744,30.55454514243386,8.927272666584361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1814625,https://boliga.dk/bolig/1814625,Gnaverhaven 1,4873,Væggerløse,94,1845000,19627.0,901,1695,2004,-,95000,4.0,False,Guldborgsund,0A3F50B1-870D-32B8-E044-0003BA298018,54.7074,11.96266,611.2072420987216,1825.6578369140625,1014.5606023615056,83.55549136075106,9.572531873529607,29.87272748080167,9.981818155808883,,,,,,,,,,1.68,0.495,12.08,4.45,4.57,4.85,4.69,2.25,5.75,0.5379999999999999,10.38,10.69,11.13,7.3,11.27,14.66,24.25,143.09,96.24,131.98
31,1814881,https://boliga.dk/bolig/1814881,"Åløbet 1, Ellinge Kohave",4573,Højby,58,1895000,32672.0,984,1146,1965,-,95000,4.0,False,Odsherred,0A3F50AF-5AD1-32B8-E044-0003BA298018,55.90176,11.55874,605.8362315784801,1782.3972722833807,1013.824490633878,82.03039828213778,9.46223952553489,29.754545385187324,10.86363649368286,,,,,,,,,,2.39,0.386,3.7,3.24,1.02,7.19,3.31,3.15,3.24,3.57,7.53,7.28,6.59,0.741,1.8,9.76,23.14,93.55,45.56,80.17
32,1814959,https://boliga.dk/bolig/1814959,Birkebakkerne 40,3310,Ølsted,83,2195000,26445.0,1506,1869,1991,-,110000,3.0,False,Hillerød,0A3F50A8-71C7-32B8-E044-0003BA298018,55.92298,12.04677,644.5729703036221,1702.2009499289773,1013.9832930131392,81.84817643599077,9.194078358736904,29.85454559326172,11.172727281397039,,,,,,,,,,1.28,0.562,1.71,2.37,2.88,6.62,1.51,5.3,2.4,1.99,6.33,5.33,6.67,3.18,2.49,9.91,25.1,64.75,10.96,43.8
33,1814861,https://boliga.dk/bolig/1814861,"Vibevej 25, Gundestrup",4571,Grevinge,149,2245000,15067.0,1209,1484,1978,-,115000,6.0,False,Odsherred,0A3F50AC-D6C1-32B8-E044-0003BA298018,55.77381,11.60395,605.8362315784801,1782.3972722833807,1013.824490633878,82.03039828213778,9.46223952553489,29.754545385187324,10.86363649368286,,,,,,,,,,1.37,1.06,5.61,4.43,5.25,8.78,4.4,4.43,9.3,5.33,8.85,9.19,10.14,4.15,11.93,14.77,10.27,84.0,46.32,69.24
34,1814724,https://boliga.dk/bolig/1814724,Bogfinkevej 53,4040,Jyllinge,58,2395000,41293.0,1200,3229,1976,-,120000,4.0,False,Roskilde,0A3F50AB-304E-32B8-E044-0003BA298018,55.76129,12.11,607.3598577325994,1728.6673583984375,1014.1225752397017,81.51473860307173,9.138835126703436,29.97272734208541,11.77272722937844,,,,,,,,,,1.54,0.62,15.95,1.45,17.49,1.61,0.48200000000000004,1.45,1.72,0.812,2.04,1.45,1.91,2.37,4.09,11.88,17.94,48.96,5.81,28.81
35,1814790,https://boliga.dk/bolig/1814790,Bjørnsknudevej 35,7130,Juelsminde,78,2495000,31987.0,825,2001,1973,-,125000,4.0,False,Hedensted,0A3F50BB-B699-32B8-E044-0003BA298018,55.7015,10.02074,755.2619934082031,1605.6117720170455,1013.8181984641336,83.03803599964489,8.970852851867676,29.34545447609641,12.081818147139115,,,,,,,,,,0.295,0.8440000000000001,24.91,2.97,49.89,1.93,2.51,3.29,6.92,1.4,2.01,15.29,2.09,1.34,7.64,27.27,28.7,62.93,49.09,237.32
36,1814940,https://boliga.dk/bolig/1814940,Hansavej 7,4873,Væggerløse,140,2495000,17821.0,1754,2172,2008,-,125000,5.0,False,Guldborgsund,3E7C85EA-D6A8-3E52-E044-0003BA298018,54.66919,11.93759,611.2072420987216,1825.6578369140625,1014.5606023615056,83.55549136075106,9.572531873529607,29.87272748080167,9.981818155808883,,,,,,,,,,3.49,1.06,14.25,6.5,3.67,6.81,6.5,3.66,10.07,3.78,12.48,12.84,12.87,3.31,22.31,16.4,26.33,144.83,98.41,134.15
37,1814634,https://boliga.dk/bolig/1814634,Rørsangervej 23,3080,Tikøb,107,2650000,24766.0,851,2285,2002,-,135000,4.0,False,Helsingør,0A3F50A9-7942-32B8-E044-0003BA298018,56.03849,12.43881,654.9192782315341,1726.8606068004262,1013.9054509943179,82.16330996426669,9.281292655251242,29.672727411443528,10.381818164478648,,,,,,,,,,7.64,0.621,6.5,2.64,7.36,7.24,5.27,5.99,2.95,3.97,7.17,11.23,5.49,0.254,2.92,12.63,9.25,68.17,17.86,41.76
38,1814937,https://boliga.dk/bolig/1814937,Lyngsbækalle 15,8400,Ebeltoft,109,2750000,25229.0,1040,2298,1975,-,140000,5.0,False,Syddjurs,0A3F50BF-8025-32B8-E044-0003BA298018,56.2312,10.61408,643.7656388716264,1696.13671875,1013.638416637074,82.89583795720881,9.321547941728072,29.59090891751376,12.02727274461226,,,,,,,,,,1.0,0.43200000000000005,41.61,6.68,3.88,9.28,4.17,7.43,7.07,5.0,10.34,7.36,7.11,0.986,4.81,31.81,26.53,14.08,17.21,156.24
39,1814809,https://boliga.dk/bolig/1814809,Bøgevangsvej 12,5466,Asperup,120,3195000,26625.0,800,2156,2010,-,160000,5.0,False,Middelfart,73C6F9D6-2009-0B24-E044-00144F3EAD67,55.5078,9.89592,697.9500704678622,1723.6117165305398,1014.1595736416904,83.03823991255327,9.471875710920854,29.16363646767356,10.654545523903586,,,,,,,,,,0.247,0.6609999999999999,7.44,4.19,5.94,6.93,3.44,7.71,3.32,3.38,6.61,10.56,6.8,0.792,1.81,12.34,5.57,42.17,91.03,278.38
40,1814767,https://boliga.dk/bolig/1814767,Gl. Skolevej 20,6857,Blåvand,184,4998000,27163.0,620,3363,2017,J,250000,7.0,False,Varde,95938ABE-3B1B-4CEB-979E-AAAB43032D32,0.0,0.0,890.599140514027,1608.3590864701705,1013.7836969549006,83.65596909956498,9.172063480723988,30.03636360168457,11.518181757493453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,1814543,https://boliga.dk/bolig/1814543,"Solbjergvej 11, Sønderby",6470,Sydals,60,698000,11633.0,698,2152,1972,-,35000,4.0,False,Sønderborg,0A3F50B7-9174-32B8-E044-0003BA298018,54.86934,9.88946,727.9918046431108,1704.279862837358,1014.123124556108,82.72287472811612,9.68812587044456,29.12727269259366,10.045454675501043,4.0,0.0,0.0,5.0,9.0,1.0,4.0,0.05,5.0,0.381,0.602,26.37,3.46,61.55,18.81,18.33,19.26,3.11,11.21,18.27,25.55,19.23,18.39,20.22,29.79,30.28,30.31,184.81,282.1
42,1814191,https://boliga.dk/bolig/1814191,"Engbakken 2, Skuldelev",4050,Skibby,31,715000,23064.0,1200,1247,1965,-,40000,2.0,False,Frederikssund,0A3F50AA-6FCA-32B8-E044-0003BA298018,55.79278000000001,12.04941,592.0553894042969,1740.1763028231535,1013.9815451882102,81.56616002863103,9.306869420138273,29.87272713401101,11.100000078027898,8.0,2.0,0.0,6.0,7.0,1.0,4.0,0.03,2.0,0.607,2.54,19.81,3.1,24.61,8.83,3.02,3.44,3.02,10.57,10.23,10.24,12.64,6.74,1.54,14.21,36.78,64.64,10.89,45.5
43,1814405,https://boliga.dk/bolig/1814405,Lyngvej 88,4560,Vig,45,748000,16622.0,2490,1640,1957,-,40000,2.0,False,Odsherred,0A3F50AF-3A3A-32B8-E044-0003BA298018,55.86256,11.53105,605.8362315784801,1782.3972722833807,1013.824490633878,82.03039828213778,9.46223952553489,29.754545385187324,10.86363649368286,3.0,0.0,0.0,6.0,7.0,1.0,4.0,0.03,5.0,1.27,0.18600000000000003,4.4,3.96,5.72,3.9,3.71,3.99,4.0,0.591,4.23,3.99,4.21,1.54,2.04,13.8,21.9,96.33,49.55,81.11
44,1814181,https://boliga.dk/bolig/1814181,"Tøtmosen 30, Egense",9280,Storvorde,139,795000,5719.0,1248,1212,1972,-,40000,3.0,False,Aalborg,0A3F50C9-0E21-32B8-E044-0003BA298018,56.97685,10.28362,725.0522988059304,1709.1530206853693,1012.9574751420456,82.84794824773616,8.760459553111684,28.96363639831543,12.799999973990701,3.0,2.0,0.0,6.0,5.0,1.0,3.0,0.04,5.0,1.1,1.61,26.85,3.84,24.29,3.35,3.98,3.9,2.3,0.544,3.1,22.66,3.11,5.27,7.38,24.64,23.54,34.18,87.69,273.26
45,1814282,https://boliga.dk/bolig/1814282,Svaleklint 28,4592,Sejerø,46,825000,17934.0,1200,1098,1972,-,45000,3.0,False,Kalundborg,0A3F50AC-9AE5-32B8-E044-0003BA298018,55.8998,11.12534,592.4088273481889,1777.8604514382102,1013.9300037730824,82.37839716131037,9.498713840137828,29.46363622492009,10.872727307406338,8.0,0.0,0.0,6.0,6.0,1.0,4.0,-999.0,1.0,0.35600000000000004,64.65,34.17,1.57,61.85,2.91,38.78,32.79,1.57,2.28,2.87,34.96,34.74,32.86,34.61,45.35,46.16,119.89,138.73,105.9
46,1814430,https://boliga.dk/bolig/1814430,Lupinvej 11,4760,Vordingborg,42,975000,23214.0,490,1451,1962,-,50000,3.0,False,Vordingborg,0A3F50B1-BB4B-32B8-E044-0003BA298018,55.01235,11.86093,590.8889326615767,1796.3447043678977,1014.4804909446024,83.01685055819425,9.467424652793193,29.654545177112926,10.11818179217252,5.0,0.0,0.0,7.0,9.0,1.0,3.0,0.07,3.0,0.2,0.74,3.41,4.09,3.21,3.55,2.53,4.09,2.58,3.35,3.58,4.33,5.35,1.31,8.34,5.54,12.62,105.34,57.99,93.78
47,1814484,https://boliga.dk/bolig/1814484,"Svanevænget 15, Nr Bork",6893,Hemmet,73,985000,13493.0,1018,2120,1973,-,50000,4.0,False,Ringkøbing-Skjern,0A3F50BD-47BE-32B8-E044-0003BA298018,55.83745,8.27511,888.2999933416194,1597.0282648259945,1013.518271706321,83.88258361816406,9.120506980202414,30.136363462968305,11.336363705721768,9.0,4.0,4.0,8.0,4.0,2.0,4.0,0.09,3.0,1.24,2.38,8.43,3.38,16.71,8.36,7.12,3.38,3.39,1.81,8.09,8.62,8.65,2.4,2.9,19.98,48.52,48.52,134.14,312.26
48,1814447,https://boliga.dk/bolig/1814447,"Stormvej 18, Atterup",4571,Grevinge,48,995000,20729.0,1158,1227,1971,-,50000,3.0,False,Odsherred,0A3F50AC-CEF6-32B8-E044-0003BA298018,55.80321,11.64268,605.8362315784801,1782.3972722833807,1013.824490633878,82.03039828213778,9.46223952553489,29.754545385187324,10.86363649368286,4.0,0.0,0.0,4.0,9.0,1.0,4.0,0.02,4.0,0.418,1.18,6.78,3.93,12.66,9.22,3.9,3.93,6.12,6.21,9.06,9.6,9.65,2.73,11.43,20.29,15.91,90.34,50.26,73.19
49,1814460,https://boliga.dk/bolig/1814460,"Kirkeflod 3, Houstrup",6830,Nørre Nebel,65,1075000,16538.0,1129,1865,1982,-,55000,4.0,False,Ringkøbing-Skjern,0A3F50B8-71DE-32B8-E044-0003BA298018,55.78332,8.22292,888.2999933416194,1597.0282648259945,1013.518271706321,83.88258361816406,9.120506980202414,30.136363462968305,11.336363705721768,1.0,0.0,0.0,6.0,4.0,1.0,2.0,0.06,1.0,5.49,1.6,5.1,3.45,23.34,5.23,5.53,5.19,2.68,4.58,4.8,5.19,5.43,0.182,3.06,28.36,45.07,45.08,139.65,318.23
